Seconds, instMass, instFuel, Acceleration, Acceleration X, Acceleration Y, Total Speed, Speed X, Speed Y, Height, Delta X, Gravitational Acceleration
148, 710000.0, 570000.0, 40.10465291975741,19.54336218488547, 35.02056796119383,2468.9609147453352 , 955.3325849330184, 2276.6439446486397, 119542.31590920646, 43008.2141649368, 9.467489229431274
149, 700000.0, 560000.0, 40.818597356887125,19.98914357399408, 35.58921226104792,2508.8196290544065 , 974.8759471179039, 2311.6645126098338, 121818.95985385509, 43973.31843096226, 9.460851027044875
150, 690000.0, 550000.0, 41.55289651074835,20.448703972953442, 36.173107611310925,2549.383572081225 , 994.865090691898, 2347.253724870882, 124130.62436646492, 44958.188949867166, 9.454117853244192
151, 680000.0, 540000.0, 42.308439651063274,20.922641184795307, 36.77291328627595,2590.6728020791893 , 1015.3137946648515, 2383.426832482193, 126477.8780913358, 45963.278392545544, 9.44728837097223
152, 670000.0, 530000.0, 43.086169050761235,21.411588701844966, 37.38932779194887,2632.708255846086 , 1036.2364358496468, 2420.199745768469, 128861.304923818, 46989.05350780279, 9.44036121016393
153, 660000.0, 520000.0, 43.88708391190104,21.916217487519162, 38.023092264175496,2675.511801192666 , 1057.6480245514917, 2457.5890735604175, 131281.50466958646, 48035.99573800336, 9.433334966294092
154, 650000.0, 510000.0, 44.7122448427419,22.437239792435594, 38.674993333859085,2719.106293417192 , 1079.5642420390109, 2495.612165824593, 133739.09374314686, 49104.60187129861, 9.426208198836523
155, 640000.0, 500000.0, 45.562778634895075,22.975412155950274, 39.345866786699006,2763.5156361117483 , 1102.0014818314464, 2534.287159158452, 136234.70590897146, 50195.38473323384, 9.418979429626415
156, 630000.0, 490000.0, 46.43988341930773,23.53153789350956, 40.036601958273344,2808.7648467326567 , 1124.9768939873968, 2573.633025945151, 138768.9930681299, 51308.87392114326, 9.411647141119497
157, 620000.0, 480000.0, 47.34483465037461,24.106473210990373, 40.748144956539015,2854.880127418026 , 1148.5084318809063, 2613.6696279034245, 141342.62609407507, 52445.61658407741, 9.404209774539583
158, 610000.0, 470000.0, 48.27899105900288,24.70112751097537, 41.48150524464867,2901.8889414515033 , 1172.6149050918966, 2654.4177728599634, 143956.2957219785, 53606.17825256382, 9.396665727904027
159, 600000.0, 460000.0, 49.2438020956726,25.316473041820085, 42.237758434374406,2949.820096143636 , 1197.316032602872, 2695.899278104612, 146610.71349483848, 54791.1437214112, 9.389013353920271
160, 590000.0, 450000.0, 50.240815219175,25.953546018222248, 43.01805391887581,2998.7038324458654 , 1222.632505644692, 2738.1370365389866, 149306.6127729431, 56001.117990534985, 9.381250957737233
161, 580000.0, 440000.0, 51.27168451198773,26.613453838508796, 43.82362042874098,3048.5719223247575 , 1248.586051662914, 2781.1550904578626, 152044.74980948208, 57236.72726918879, 9.373376794546433
162, 570000.0, 430000.0, 52.33818003641412,27.297381341236, 44.65577299112891,3099.457774481467 , 1275.199505501423, 2824.9787108866035, 154825.90489993995, 58498.62004777096, 9.365389067014076
163, 560000.0, 420000.0, 53.44219816421714,28.006597410362502, 45.515920798302325,3151.3965493563383 , 1302.4968868426588, 2869.6344838777322, 157650.88361082657, 59787.468243942996, 9.35728592253171
164, 550000.0, 410000.0, 54.585773091429,28.742462939679008, 46.405575614899476,3204.4252844296866 , 1330.5034842530213, 2915.1504046760347, 160520.5180947043, 61103.96842949084, 9.349065450269256
165, 540000.0, 400000.0, 55.77108951301718,29.506438336089555, 47.32636181017425,3258.5830309134026 , 1359.2459471927002, 2961.5559802909343, 163435.66849938035, 62448.8431452137, 9.340725678012141
166, 530000.0, 390000.0, 57.000496976205035,30.300094625213553, 48.280026110571484,3313.911003168274 , 1388.7523855287898, 3008.8823421011084, 166397.22447967128, 63822.842311574444, 9.332264568763051
