Seconds, instWeight, Thrust, ThrustX, ThrustY, Air Resistance, density
80, 13551198.395621922, 34500000, 7494750.708908747, 33676085.16159964, 181727.46163666717, 0.04462516979695403
81, 13450571.057340512, 34500000, 7566468.2245625965, 33660043.9483772, 165480.8443972305, 0.03909243820729235
82, 13349930.375945251, 34500000, 7638802.249271043, 33643702.23677132, 151515.55647771203, 0.03444263838560959
83, 13249276.969798842, 34500000, 7711755.698170603, 33627054.941694394, 138539.59362333082, 0.03031198322631227
84, 13148611.476122474, 34500000, 7785331.880136598, 33610096.809085935, 126505.09048658854, 0.02664737756356974
85, 13047934.547243824, 34500000, 7859534.140520824, 33592822.49371118, 115363.87134533166, 0.02340048147902266
86, 12947246.8505511, 34500000, 7934365.562643085, 33575226.62795209, 105067.81790595823, 0.020527372113568643
87, 12846549.068450097, 34500000, 8009829.2526984485, 33557303.75555546, 95569.21798497236, 0.01798822199331467
88, 12745841.89832512, 34500000, 8085928.238892473, 33539048.3543508, 86821.07139340245, 0.015746989581819804
89, 12645126.052505208, 34500000, 8162665.465837998, 33520454.83720076, 78777.35449028073, 0.013771123257347806
90, 12544402.25823651, 34500000, 8240043.788698331, 33501517.553095024, 71393.24526597827, 0.012031279599884264
91, 12443671.257661734, 34500000, 8318066.1883429205, 33482230.733425546, 64625.31112002426, 0.010501056590539522
92, 12342933.807807237, 34500000, 8396735.221955428, 33462588.626888584, 58431.661735070564, 0.009156742076295302
93, 12242190.680578748, 34500000, 8476054.018682526, 33442585.2510295, 52772.06960839246, 0.007977077634623176
94, 12141442.662765497, 34500000, 8556025.050146772, 33422214.698329926, 47608.060927061444, 0.006943037784147693
95, 12040690.556054203, 34500000, 8636650.666394003, 33401471.004533257, 42902.97949314102, 0.006037624327377572
96, 11939935.177051974, 34500000, 8717933.815329628, 33380347.960911553, 38622.02643945692, 0.005245675478482952
97, 11839177.357319014, 34500000, 8799876.49735014, 33358839.51265968, 34732.27841558762, 0.004553689319754745
98, 11738417.943411555, 34500000, 8882481.69058819, 33336939.256871883, 31202.686841718605, 0.003949661044351766
99, 11637657.79693411, 34500000, 8965751.014732337, 33314641.056776017, 28004.06074665989, 0.003422933376604264
100, 11536897.794602402, 34500000, 9049687.213518476, 33291938.383600917, 25109.03554212784, 0.002964059512636478
101, 11436138.828315202, 34500000, 9134292.008973772, 33268824.88899778, 22492.02997540319, 0.002564677892165298
102, 11335381.805236872, 34500000, 9219567.495756896, 33245294.030752424, 20129.193306956153, 0.002217398093292126
103, 11234627.647888875, 34500000, 9305515.905545106, 33221339.132124808, 17998.344621857508, 0.001915697135890259
104, 11133877.294251172, 34500000, 9392138.784332616, 33196953.61107454, 16078.90599330057, 0.0016538254820434052
105, 11033131.697873268, 34500000, 9479437.788641881, 33172130.760794796, 14351.831053045773, 0.0014267220339067705
106, 10932391.827993926, 34500000, 9567414.70125655, 33146863.74205228, 12799.530356778996, 0.0012299374475624237
107, 10831658.669670165, 34500000, 9656071.005306406, 33121145.703922756, 11405.79476452292, 0.0010595651051624677
108, 10730933.223915331, 34500000, 9745408.01239724, 33094969.748768523, 10155.717902580316, 0.0009121791155677274
109, 10630216.507845722, 34500000, 9835427.311306786, 33068328.799683854, 9035.618626658328, 0.000784778744485813
110, 10529509.554835714, 34500000, 9926130.021175232, 33041215.81907548, 8032.96426733014, 0.0006747387080241469
111, 10428813.41468162, 34500000, 10017516.754923582, 33013623.82509417, 7136.295311090213, 0.0005797647977602488
112, 10328129.153773507, 34500000, 10109588.708097314, 32985545.563975614, 6335.152055491962, 0.0004978543401451558
113, 10227457.855274774, 34500000, 10202347.226493834, 32956973.633361023, 5620.003670628244, 0.00042726102771740895
114, 10126800.619310413, 34500000, 10295791.82462454, 32927901.097761977, 4982.180003508943, 0.00036646369381437496
115, 10026158.563163387, 34500000, 10389924.270979073, 32898320.225253444, 4413.806378671543, 0.0003141386357801254
116, 9925532.821477333, 34500000, 10484744.136359759, 32868223.870405134, 3907.7415760714684, 0.00026913512376511246
117, 9824924.546469256, 34500000, 10580251.941648824, 32837604.493190978, 3457.5190980114126, 0.00023045376293208782
118, 9724334.908148017, 34500000, 10676447.82184272, 32806454.57691931, 3057.291787402919, 0.00019722740609909488
119, 9623765.094541626, 34500000, 10773331.863019465, 32774766.521963958, 2701.779807482027, 0.0001687043412483758
120, 9523216.311932031, 34500000, 10870903.736568084, 32742532.766270082, 2386.2219564382244, 0.00014423350416084424
121, 9422689.785097806, 34500000, 10969163.235456383, 32709745.61065726, 2106.3302564765017, 0.00012325149038735697
122, 9322186.757564396, 34500000, 11068109.529030964, 32676397.467489805, 1858.2477308351451, 0.00010527116303204444
123, 9221708.491862599, 34500000, 11167741.896008104, 32642480.618729718, 1638.5092609971455, 8.987167334866771e-05
124, 9121256.26979459, 34500000, 11268060.13945715, 32607987.069023088, 1444.0054006270536, 7.668973001957329e-05
125, 9020831.392708395, 34500000, 11369062.629976967, 32572909.217870932, 1271.9490106375142, 6.541197024712953e-05
126, 8920435.181781357, 34500000, 11470748.441446783, 32537239.129850063, 1119.8445717437262, 5.5768301536745374e-05
127, 8820068.978310881, 34500000, 11573115.966878358, 32500969.01351074, 985.4600261939429, 4.752609735410391e-05
128, 8719734.144014735, 34500000, 11676163.927562658, 32464090.868784305, 866.8009975647229, 4.0485142793889387e-05
129, 8619432.061339848, 34500000, 11779890.55209907, 32426596.777654096, 762.0872379536432, 3.4473238108356484e-05
130, 8519164.133780785, 34500000, 11884293.982160656, 32388478.76244854, 669.7311533542932, 2.9342378472571088e-05
131, 8418931.786207516, 34500000, 11989371.388060214, 32349729.113536067, 588.3182614796169, 2.496543783004302e-05
132, 8318736.4652030375, 34500000, 12095121.608542332, 32310339.417508017, 516.5894406270234, 2.123329313471432e-05
133, 8218579.639410443, 34500000, 12201541.401034562, 32270301.94217029, 453.4248336500508, 1.805233288008076e-05
134, 8118462.799892523, 34500000, 12308627.844466152, 32229608.756335106, 397.82927698519603, 1.5342300555940287e-05
135, 8018387.4605003875, 34500000, 12416378.616855763, 32188251.615191635, 348.9191314024561, 1.3034429680843515e-05
136, 7918355.158254077, 34500000, 12524789.889263779, 32146222.76768759, 305.9103977202917, 1.106983238427261e-05
137, 7818367.453736058, 34500000, 12633858.90651818, 32103513.968570344, 268.1080078344028, 9.398108239726356e-06
138, 7718425.931495757, 34500000, 12743581.353343735, 32060117.502758935, 234.89618837269487, 7.976144223109478e-06
139, 7618532.200468581, 34500000, 12853954.145771073, 32016025.0939809, 205.7298011613341, 6.76708035566042e-06
140, 7518687.894407135, 34500000, 12964972.721665718, 31971228.977417555, 180.12657156418487, 5.739418839711955e-06
141, 7418894.672328401, 34500000, 13076632.759716831, 31925721.2239207, 157.66012226862924, 4.86625734982191e-06
142, 7319154.218974568, 34500000, 13188930.346318424, 31879493.664736286, 137.95373649813598, 4.124629651978475e-06
143, 7219468.2452901695, 34500000, 13301860.273274982, 31832538.592928287, 120.67478063502185, 3.494938921608186e-06
144, 7119838.488916679, 34500000, 13415417.451549262, 31784848.19219163, 105.5297220294782, 2.9604710582625676e-06
145, 7020266.714703302, 34500000, 13529597.075228348, 31736414.463230915, 92.25968318035392, 2.506976978296677e-06
146, 6920754.715236714, 34500000, 13644393.108925369, 31687229.867710274, 80.63647856806801, 2.122314337171571e-06
147, 6821304.311390866, 34500000, 13759799.92316609, 31637286.64210062, 70.4590852053541, 1.796140415811067e-06
148, 6721917.352896205, 34500000, 13875811.906723583, 31586576.958088193, 61.550502396158684, 1.5196490220407124e-06
149, 6622595.718931412, 34500000, 13992422.303596018, 31535093.436960492, 53.75496031192368, 1.2853452296760058e-06
150, 6523341.318738492, 34500000, 14109624.936742688, 31482828.4012801, 46.935440809579504, 1.0868526223803455e-06
151, 6424156.092261116, 34500000, 14227412.901838385, 31429774.452270616, 40.971477410157604, 9.187484420040372e-07
152, 6325042.010809833, 34500000, 14345779.298785847, 31375924.150700763, 35.757204585052676, 7.76422676517334e-07
153, 6226001.077754101, 34500000, 14464716.62274232, 31321270.297096223, 31.199629448503355, 6.559576731343723e-07
154, 6127035.32924374, 34500000, 14584217.370594053, 31265805.661893036, 27.217101648370598, 5.540253382746204e-07
155, 6028146.834960906, 34500000, 14704273.897183865, 31209523.05237293, 23.737959707318876, 4.67799397789305e-07
156, 5929337.698905283, 34500000, 14824877.767551629, 31152415.623465758, 20.69933430193228, 3.9488054638394486e-07
157, 5830610.060214541, 34500000, 14946021.20870559, 31094476.198015023, 18.046090997680782, 3.3323262202362635e-07
158, 5731966.094021456, 34500000, 15067694.65164517, 31035698.443643626, 15.729896792592346, 2.8112820561419045e-07
159, 5633408.012352163, 34500000, 15189889.860716192, 30976075.38116008, 13.708396488594623, 2.371022741405878e-07
160, 5534938.065064968, 34500000, 15312597.452232637, 30915600.580708094, 11.944486404015421, 1.9991273163753894e-07
161, 5436558.540836931, 34500000, 15435807.881986968, 30854267.695578013, 10.405674296889016, 1.6850681103810906e-07
162, 5338271.768198024, 34500000, 15559511.452153055, 30792070.462544706, 9.063515581708195, 1.4199248503610073e-07
163, 5240080.116617758, 34500000, 15683698.13801357, 30729002.794032704, 7.893117013245533, 1.1961414857902935e-07
164, 5141985.997648091, 34500000, 15808357.765985783, 30665058.69458914, 6.872699992099739, 1.007319425559766e-07
165, 5043991.866126556, 34500000, 15933479.464776987, 30600232.550513893, 5.98321652255226, 8.480417991979165e-08
166, 4946100.221444417, 34500000, 16059052.57558732, 30534518.669442333, 5.208011638263191, 7.137241407657295e-08
167, 4848313.6088840645, 34500000, 16185065.732482625, 30467911.76361151, 4.53252681156142, 6.004875670295476e-08
168, 4750634.621032444, 34500000, 16311507.991289416, 30400406.363239646, 3.9440394885773475, 5.05051097866928e-08
169, 4653065.899275159, 34500000, 16438367.506504767, 30331997.52276609, 3.431434449006623, 4.246402600737012e-08
170, 4555610.13537959, 34500000, 16565632.083493523, 30262680.543440465, 2.985003186622174, 3.569095373833593e-08
171, 4458270.073172277, 34500000, 16693289.777004806, 30192450.652786482, 2.596267947365198, 2.998765900036744e-08
172, 4361048.510319494, 34500000, 16821327.908695634, 30121303.547292527, 2.2578274544271335, 2.5186647479112632e-08
173, 4263948.300220824, 34500000, 16949733.655733623, 30049235.08177356, 1.9632216987542834, 2.1146436010532745e-08
174, 4166972.3540240624, 34500000, 17078494.269067924, 29976241.150307924, 1.7068134816086695, 1.7747545368924772e-08
175, 4070123.6427733647, 34500000, 17207596.250754863, 29902318.158815164, 1.4836846699558697, 1.4889105323351877e-08
176, 3973405.199703136, 34500000, 17337025.96656193, 29827462.691867664, 1.2895453681906814, 1.2485979243576391e-08
177, 3876820.1226900104, 34500000, 17466770.306398004, 29751671.130602617, 1.120654423813168, 1.0466329436626669e-08
178, 3780371.576879101, 34500000, 17596814.1018885, 29674941.17034738, 0.9737498745956258, 8.769556235679452e-09
179, 3684062.7975025927, 34500000, 17727144.0145363, 29597269.554604016, 0.8459881127854038, 7.344553946620154e-09
180, 3587897.092905773, 34500000, 17857745.07071399, 29518654.118868466, 0.7348906888347405, 6.14823533814919e-09
181, 3491877.847808322, 34500000, 17988602.85370225, 29439092.502517384, 0.6382978089922593, 5.144283660420668e-09
182, 3396008.5268196557, 34500000, 18119702.174473606, 29358582.95470639, 0.5543276952514405, 4.302097389193467e-09
183, 3300292.678239581, 34500000, 18251027.508695886, 29277124.088216487, 0.4813410780675132, 3.595898166829553e-09
184, 3204733.9381735316, 34500000, 18382563.701835338, 29194714.448817033, 0.4179101814453765, 3.0039768998314144e-09
185, 3109336.034998999, 34500000, 18514295.5317888, 29111352.784808636, 0.3627916386331801, 2.508056781571325e-09
186, 3014102.7942254012, 34500000, 18646206.275374014, 29027038.972933542, 0.3149028459858939, 2.09275524561245e-09
187, 2919038.1437938437, 34500000, 18778279.832977008, 28941772.691291887, 0.2733013233261594, 1.7451296020863776e-09
188, 2824146.1198688047, 34500000, 18910501.02840045, 28855553.20652968, 0.23716670238641374, 1.4542934408056362e-09
189, 2729430.8731884155, 34500000, 19042852.43762257, 28768381.4462846, 0.20578501214583256, 1.2110928628405539e-09
190, 2634896.676047136, 34500000, 19175318.057500888, 28680257.624255754, 0.17853497115051536, 1.0078332804106966e-09
191, 2540547.929991069, 34500000, 19307880.346181035, 28591183.195830777, 0.1548760327109091, 8.380489469325182e-10
192, 2446389.174332935, 34500000, 19440522.47066783, 28501159.38111043, 0.13433796102363457, 6.963085846038528e-10
193, 2352425.0956003373, 34500000, 19573227.581476763, 28410187.645345062, 0.11651174384155528, 5.780514992761579e-10
194, 2258660.53806234, 34500000, 19705978.56405846, 28318269.87711058, 0.1010416718519995, 4.794494372616224e-10
195, 2165100.5155014796, 34500000, 19838757.5090163, 28225408.774691805, 0.08761843627223435, 3.9729017220578853e-10
196, 2071750.2244332766, 34500000, 19971547.561932493, 28131606.565951195, 0.07597311487969682, 3.288794305573425e-10
197, 1978615.0590174212, 34500000, 20104330.28531601, 28036866.86808862, 0.06587193307967068, 2.719582896032384e-10
198, 1885700.6279628663, 34500000, 20237088.052733544, 27941193.015794963, 0.05711170108203853, 2.2463362662222396e-10
199, 1793012.7737895856, 34500000, 20369802.999979, 27844588.8054043, 0.04951584071362051, 1.853195738954098e-10
200, 1700557.5949072072, 34500000, 20502457.305332478, 27747058.30251234, 0.042930926509266894, 1.526882523011135e-10
201, 1608341.4710794485, 34500000, 20635032.642364983, 27648606.255081497, 0.03722367535069268, 1.2562832538100657e-10
202, 1516371.0929972588, 34500000, 20767510.736479595, 27549237.699257754, 0.032278327406819615, 1.0321014306416232e-10
203, 1424653.4968845698, 34500000, 20899873.666608885, 27448957.73467161, 0.0279943685917864, 8.465643648008476e-11
204, 1333196.1053369294, 34500000, 21032103.02685041, 27347772.16279143, 0.02428455138467332, 6.931768767735167e-11
205, 1241974.6511580327, 0, 21164179.624798704, 27245687.747040916, 0.02428455138467332, 5.665143526550353e-11
206, 1239609.147021774, 0, 0.0, 0.0, 0.02428455138467332, 4.607498050477757e-11
207, 1237253.6591443801, 0, 0.0, 0.0, 0.02428455138467332, 3.7501688089470606e-11
208, 1234908.127787828, 0, 0.0, 0.0, 0.02428455138467332, 3.0635089996597444e-11
209, 1232572.493682187, 0, 0.0, 0.0, 0.02428455138467332, 2.5114073200753755e-11
210, 1230246.6980210957, 0, 0.0, 0.0, 0.02428455138467332, 2.0658290885574408e-11
211, 1227930.6824572962, 0, 0.0, 0.0, 0.02428455138467332, 1.7049156318420223e-11
212, 1225624.3890982163, 0, 0.0, 0.0, 0.02428455138467332, 1.4115523728863488e-11
213, 1223327.7605016055, 0, 0.0, 0.0, 0.02428455138467332, 1.1722849149787939e-11
214, 1221040.7396712159, 0, 0.0, 0.0, 0.02428455138467332, 9.764947808109572e-12
215, 1218763.2700525373, 0, 0.0, 0.0, 0.02428455138467332, 8.15769818674506e-12
216, 1216495.295528579, 0, 0.0, 0.0, 0.02428455138467332, 6.834212299272882e-12
217, 1214236.7604156975, 0, 0.0, 0.0, 0.02428455138467332, 5.741115259986888e-12
218, 1211987.6094594742, 0, 0.0, 0.0, 0.02428455138467332, 4.835667768777749e-12
219, 1209747.7878306385, 0, 0.0, 0.0, 0.02428455138467332, 4.083531801160144e-12
